title,url,weight,Processor manufacturer,Processor model,Processor series,min hertz, max hertz,cach mem,RAM,internal storage,internal_storage_hdd,internal storage type,GPU manufacturer,GPU model,GPU memory,screen size,screen refresh rate,battery,price
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRX9-i7 13650HX 64GB 1SSD RTX4060 - کاستوم شده,https://www.digikala.com/product/dkp-14800026/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irx9-i7-13650hx-64gb-1ssd-rtx4060-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.38,Intel,13650HX,Core i7,2.6,4.9,24,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,15.6,6,60,78790000
لپ تاپ 16 اینچی ایسوس مدل Vivobook A1605VA-MB434-i5 1335U 16GB 1SSD W - کاستوم شده,https://www.digikala.com/product/dkp-15421245/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-a1605va-mb434-i5-1335u-16gb-1ssd-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.88,Intel,1335U,Core i5,0.9,4.6,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe1 ,0,16,60,42,40990000
لپ تاپ 15.6 اینچی اچ‌ پی مدل 15-fc0031nq-R3 7320U 8GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-15456443/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-15-fc0031nq-r3-7320u-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.59,AMD,7320U,Ryzen 3,2.4,4.1,4,DDR5 ,512,0,SSD ,AMD ,Radeon Graphicsی ,0,15.6,60,41,22000000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 A1504VA-NJ533-i3 1315U 8GB 256SSD - کاستوم شده,https://www.digikala.com/product/dkp-15416533/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-a1504va-nj533-i3-1315u-8gb-256ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,1315U,Core i3,0.9,4.5,10,DDR4 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,22999000
لپ تاپ 16 اینچی لنوو مدل Legion 5 16IRX9-i7 14650HX 32GB 1SSD RTX4060 - کاستوم شده,https://www.digikala.com/product/dkp-15417265/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-legion-5-16irx9-i7-14650hx-32gb-1ssd-rtx4060-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.3,Intel,14650HX,Core i7,1.6,5.2,30,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,16,165,80,92200000
لپ تاپ 16 اینچی لنوو مدل ThinkPad E16 Gen 1-i7 1355U 16GB 512SSD MX550 - کاستوم شده,https://www.digikala.com/product/dkp-14026479/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-thinkpad-e16-gen-1-i7-1355u-16gb-512ssd-mx550-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.81,Intel,1355U,Core i7,1.2,5,12,DDR4 ,512,0,SSD ,NVIDIA ,GeForce MX550 ,2,16,60,57,61100000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ822-i5 1335U 12GB 512SSD W - کاستوم شده,https://www.digikala.com/product/dkp-15186320/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj822-i5-1335u-12gb-512ssd-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.8,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,33710000
لپ تاپ 15.6 اینچی لنوو مدل ThinkBook 15 G2 ITL-i5 1135G7 8GB 512SSD MX450 - کاستوم شده,https://www.digikala.com/product/dkp-13956303/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-thinkbook-15-g2-itl-i5-1135g7-8gb-512ssd-mx450-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-13954173/,1.7,Intel,1135G7,Core i5,2.4,4.2,8,DDR4 ,512,0,SSD ,NVIDIA ,GeForce MX450 ,2,15.6,60,45,33900000
لپ تاپ 15.6 اینچی لنوو مدل V15 G2 IJL-Celeron N4500 4GB 256SSD 1HDD - کاستوم شده,https://www.digikala.com/product/dkp-14212900/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-v15-g2-ijl-celeron-n4500-4gb-256ssd-1hdd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14208567/,1.7,Intel,N4500,Celeron,1.1,2.8,4,DDR4 ,256,1024,هیبریدی ,Intel ,UHD Graphics ,0,15.6,60,38,14970000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ824-i7 1355U 24GB 2SSD W - کاستوم شده,https://www.digikala.com/product/dkp-15054981/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj824-i7-1355u-24gb-2ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,1355U,Core i7,1.7,5,12,DDR4 ,2048,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,46050000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ822-i5 1335U 40GB 2SSD W - کاستوم شده,https://www.digikala.com/product/dkp-15186798/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj822-i5-1335u-40gb-2ssd-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.8,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,2048,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,42820000
لپ تاپ 15.6 اینچی ام اس آی مدل Cyborg 15 A12VF-043US-i7 12650H 16GB 512SSD RTX4060 - کاستوم شده,https://www.digikala.com/product/dkp-14052658/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%D9%85-%D8%A7%D8%B3-%D8%A2%DB%8C-%D9%85%D8%AF%D9%84-cyborg-15-a12vf-043us-i7-12650h-16gb-512ssd-rtx4060-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.98,Intel,12650H,Core i7,2.3,4.7,24,DDR5 ,512,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,15.6,144,53.5,60900000
لپ تاپ 16 اینچی لنوو مدل ThinkBook 16 G6 IRL-i7 13700H 8GB 512SSD,https://www.digikala.com/product/dkp-14026398/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-thinkbook-16-g6-irl-i7-13700h-8gb-512ssd-clone-1-of-14025243/,1.7,Intel,13700H,Core i7,2.4,5,24,DDR5 ,512,0,SSD ,Intel ,Iris Xe ,0,16,60,71,42500000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i5 13420H 24GB 1SSD RTX2050 W - کاستوم شده,https://www.digikala.com/product/dkp-14126169/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i5-13420h-24gb-1ssd-rtx2050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.4,Intel,13420H,Core i5,1.5,4.6,12,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 2050 ,4,15.6,144,60,50600000
لپ تاپ 15.6 اینچی ایسوس مدل X515MA-BR473WS-Celeron N4020 8GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14019075/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-x515ma-br473ws-celeron-n4020-8gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-14015348/,1.8,Intel,N4020,Celeron,1.1,2.8,4,DDR4 ,1024,0,SSD ,Intel ,UHD Graphics 600 ,0,15.6,60,37,18445000
لپ تاپ 15.6 اینچی دل مدل Vostro 3510-i3 8GB 256SSD Linux - کاستوم شده,https://www.digikala.com/product/dkp-11701494/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%AF%D9%84-%D9%85%D8%AF%D9%84-vostro-3510-i3-8gb-256ssd-linux-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.69,Intel,1115G4,Core i3,3,4.1,6,DDR4 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,41,20800000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook 15 F1504VA-NJ824-i7 1355U 16GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-15053771/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-15-f1504va-nj824-i7-1355u-16gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,1355U,Core i7,1.7,5,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,39300000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX506HF-HN014-i5 16GB 1SSD RTX 2050 - کاستوم شده,https://www.digikala.com/product/dkp-11477248/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-fx506hf-f15-fx506hf-i5-16gb-1ssd-rtx2050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.2,Intel,11400H,Core i5,2.7,4.5,12,DDR4 ,1024,0,SSD ,NVIDIA ,GeForce RTX 2050 ,4,15.6,144,48,43990000
لپ تاپ 15.6 اینچی لنوو مدل ThinkBook 15 G2 ITL-i5 1135G7 4GB 256SSD MX450,https://www.digikala.com/product/dkp-9751450/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-thinkbook-15-g2-itl-i5-1135g7-4gb-256ssd-mx450/,1.75,Intel,1135G7,Core i5,2.4,4.2,8,DDR4 ,256,0,SSD ,NVIDIA ,GeForce MX450 ,2,15.6,300,45,28700000
لپ تاپ 15.6 اینچی ایسوس مدل ExpertBook B1 B1502CB-BQ0561-i5 16GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-13119021/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-expertbook-b1-b1502cb-bq0561-i5-16gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-1-of-13118999/,1.69,Intel,1235U,Core i5,1.3,4.4,12,DDR4 ,1024,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,36990000
لپ تاپ 15.6 اینچ لنوو مدل LOQ 15APH8- R5 16GB 512SSD RTX3050- کاستوم شده,https://www.digikala.com/product/dkp-13354655/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15aph8-r5-16gb-512ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.4,AMD,7640HS,Ryzen 5,4.3,5,16,DDR5 ,512,0,SSD ,NVIDIA ,GeForce RTX3050 ,6,15.6,144,80,46000000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1502ZA-EJ1426-i5 16GB 256SSD - کاستوم شده,https://www.digikala.com/product/dkp-13344842/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-x1502za-ej1426-i5-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-5-of-13344601/,1.7,Intel,12500H,Core i5,4.5,4.5,12,DDR4 ,256,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,28370000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1502ZA-EJ1426-i5 16GB 256SSD - کاستوم شده,https://www.digikala.com/product/dkp-13344842/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-x1502za-ej1426-i5-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87-clone-5-of-13344601/,1.7,Intel,12500H,Core i5,4.5,4.5,12,DDR4 ,256,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,28370000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8- i7 13620H 16GB 512SSD RTX4060,https://www.digikala.com/product/dkp-13400575/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i7-13620h-16gb-512ssd-rtx4060/,2.4,Intel,13620H,Core i7,3.6,4.9,24,DDR5 ,512,0,SSD ,NVIDIA ,GeForce  RTX 4060 ,8,15.6,144,60,64500000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8 - i5 8GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-13434774/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i5-8gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.4,Intel,13420H,Core i5,3.4,4.6,12,DDR5 ,512,0,SSD ,NVIDIA ,GeForce RTX3050 ,6,15.6,144,60,45300000
لپ تاپ 16 اینچی اچ‌ پی مدل Spectre x360 2-in-1 16t-F2013dx-i7 13700H 16GB 512SSD W,https://www.digikala.com/product/dkp-14705329/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-spectre-x360-2-in-1-16t-f2013dx-i7-13700h-16gb-512ssd-w/,2,Intel,13700H,Core i7,1.8,5,24,DDR4 ,512,0,SSD ,Intel ,Iris Xe ,0,16,60,80,78790000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX507ZC4-HN143-i5 12500H 24GB 512SSD RTX3050 - کاستوم شده,https://www.digikala.com/product/dkp-13712822/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx507zc4-hn143-i5-12500h-24gb-512ssd-rtx3050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.2,Intel,12500H,Core i5,2.5,4.5,18,DDR4 ,512,0,SSD ,NVIDIA ,GeForce RTX 3050 ,4,15.6,144,56,47590000
لپ تاپ 15.6 اینچی ایسوس مدل ExpertBook B1 B1502CBA-I785bd-i7 1255U 12GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-15149154/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-expertbook-b1-b1502cba-i785bd-i7-1255u-12gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.69,Intel,1255U,Core i7,1.2,4.7,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,42490000
لپ تاپ 15.6 اینچی ایسوس مدل TUF Gaming F15 FX506HF-HN075-i5 11260H 16GB 512SSD RTX2050 - کاستوم شده,https://www.digikala.com/product/dkp-15095240/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-tuf-gaming-f15-fx506hf-hn075-i5-11260h-16gb-512ssd-rtx2050-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,2.2,Intel,11260H,Core i5,2.6,4.4,12,DDR4 ,512,0,SSD ,NVIDIA ,GeForce RTX 2050 ,4,15.6,16,48,42450000
لپ تاپ 15.6 اینچی اچ‌ پی مدل 15s-FQ5340-i3 1215U 4GB 512SSD - کاستوم شده,https://www.digikala.com/product/dkp-15506384/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-15s-fq5340-i3-1215u-4gb-512ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.69,Intel,1215U,Core i3,1.2,4.4,10,DDR4 ,512,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,41,27000000
لپ تاپ 14 اینچی دل مدل Latitude 3420-i5 1135G7 8GB 256SSD L,https://www.digikala.com/product/dkp-15495143/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%AF%D9%84-%D9%85%D8%AF%D9%84-latitude-3420-i5-1135g7-8gb-256ssd-l/,1.5,Intel,1135G7,Core i5,2.4,4.2,8,DDR4 ,256,0,SSD ,Intel , Iris Xe ,0,14,60,54,31900000
لپ تاپ 16 اینچی ایسوس مدل ROG Zephyrus G16 GU605MV-QR166-Core Ultra 7 155H 32GB 1SSD RTX4060,https://www.digikala.com/product/dkp-15500692/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-rog-zephyrus-g16-gu605mv-qr166-core-ultra-7-155h-32gb-1ssd-rtx4060/,1.85,Intel,155H,Core Ultra 7,1.4,4.8,24,LPDDR5X ,1024,0,SSD ,NVIDIA ,GeForce RTX 4060 ,8,16,240,90,132000000
لپ تاپ 16 اینچی ایسوس مدل Vivobook A1605VA-MB434-i5 1335U 40GB 1SSD W - کاستوم شده,https://www.digikala.com/product/dkp-15421502/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-a1605va-mb434-i5-1335u-40gb-1ssd-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.88,Intel,1335U,Core i5,0.9,4.6,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,16,60,42,43390000
لپ تاپ 15.6 اینچی اچ‌ پی مدل 15-fc0031nq-R3 7320U 8GB 256SSD,https://www.digikala.com/product/dkp-15456434/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DA%86-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-15-fc0031nq-r3-7320u-8gb-256ssd/,1.59,AMD,7320U,Ryzen 3,2.4,4.1,4,DDR5 ,256,0,SSD ,AMD ,Radeon Graphics ,0,15.6,60,41,22000000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook X1504VA-NJ816-i3 1315U 4GB 256SSD - کاستوم شده,https://www.digikala.com/product/dkp-15638450/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-x1504va-nj816-i3-1315u-4gb-512ssd-clone-1-of-15492616/,1.7,Intel,1315U,Core i3,1.2,4.5,10,DDR4 ,256,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,42,20870000
لپ تاپ 15.6 اینچی لنوو مدل LOQ 15IRH8-i5 13420H 16GB 512SSD RTX2050,https://www.digikala.com/product/dkp-14600792/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-loq-15irh8-i5-13420h-16gb-512ssd-rtx2050/,2.4,Intel,13420H,Core i5,1.5,4.6,12,DDR5 ,512,0,SSD ,NVIDIA ,Geforce RTX 2050 ,4,15.6,144,60,43470000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook A1504VA-NJ537-i5 1335U 16GB 256SSD W - کاستوم شده,https://www.digikala.com/product/dkp-14598318/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-a1504va-nj537-i5-1335u-16gb-256ssd-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,1335U,Core i5,1.3,4.6,12,DDR4 ,256,0,SSD ,Intel ,Iris Xe ,0,15.6,60,42,34790000
لپ تاپ 16 اینچی ایسوس مدل ROG Strix G16 G614JZR-N4119-i9 14900HX 32GB 1SSD RTX4080,https://www.digikala.com/product/dkp-15216340/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-16-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-rog-strix-g16-g614jzr-n4119-i9-14900hx-32gb-1ssd-rtx4080/,2.5,Intel,14900HX,Core i9,1.6,5.8,36,DDR5 ,1024,0,SSD ,NVIDIA ,GeForce RTX 4080 ,12,16,240,90,183600000
لپ تاپ 15.6 اینچی لنوو مدل V15 G2 IJL-Celeron N4500 16GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14026388/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D9%84%D9%86%D9%88%D9%88-%D9%85%D8%AF%D9%84-v15-g2-ijl-celeron-n4500-16gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.7,Intel,N4500,Celeron,1.1,2.8,4,DDR4 ,1024,0,SSD ,Intel ,UHD Graphics ,0,15.6,60,38,16730000
لپ تاپ 14 اینچی ایسوس مدل ExpertBook B3 Flip B3402FB-EC0971-i7 1255U 40GB 1SSD - کاستوم شده,https://www.digikala.com/product/dkp-14555878/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-14-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-expertbook-b3-flip-b3402fb-ec0971-i7-1255u-40gb-1ssd-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.61,Intel,1255U,Core i7,1.7,4.7,12,DDR4 ,1024,0,SSD ,Intel ,Iris Xe ,0,14,60,50,52186000
لپ تاپ 15.6 اینچی ایسوس مدل Vivobook Pro 15 K6500ZH-DB51-i5 12450H 8GB 1SSD GTX1650 W - کاستوم شده,https://www.digikala.com/product/dkp-15094400/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-156-%D8%A7%DB%8C%D9%86%DA%86%DB%8C-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-vivobook-pro-15-k6500zh-db51-i5-12450h-8gb-512ssd-gtx1650-w-%DA%A9%D8%A7%D8%B3%D8%AA%D9%88%D9%85-%D8%B4%D8%AF%D9%87/,1.8,Intel,12450H,Core i5,1.5,4.4,12,LPDDR5 ,1024,0,SSD ,NVIDIA ,GeForce GTX 1650 MaxQ ,4,15.6,144,50,41200000
